transaction_id,customer_id,purchase_date,product_category,product_model,brand,brand_origin,brand_tier,product_status,price_tzs,quantity,total_amount_tzs,quality_score,price_factor,quality_factor,brand_preference,cultural_compatibility,social_influence,status_factor,origin_factor,utility_score,purchase_channel,payment_method,age,gender,region,religion,ethnic_group,education,income_bracket,mobile_money,tech_savvy_score,brand_loyalty,price_sensitivity,quality_sensitivity,cultural_preference_strength,price_per_unit,is_weekend_purchase,purchase_month,purchase_year,customer_satisfaction,is_repeat_customer
TRX_000317,CUST_04506,2024-12-20,Mobile Phone,Itel A36,Itel,China,Budget,Used,134424,1,134424,5.5,0.328,0.17,0.76,0.9,0.565,0.6,1.0,0.353,Mobile,Cash,38,Female,Arusha,Muslim,Others,Primary,"<200,000",Tigo Pesa,2,0.52,0.75,0.31,0.3,134424,0,12,2024,0.7,1
TRX_000318,CUST_00357,2025-02-07,Mobile Phone,Huawei P40,Huawei,China,Premium,New,1141894,1,1141894,9.7,0.534,0.582,0.595,1.0,0.594,1.0,1.0,0.703,Online,Cash,29,Female,Mwanza,Christian,Others,Primary,">2,000,000",Tigo Pesa,1,0.19,0.49,0.6,0.3,1141894,0,2,2025,0.75,1
TRX_000319,CUST_00732,2025-02-27,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,877984,1,877984,8.3,0.415,0.515,0.74,0.9,0.552,1.0,1.0,0.678,Physical Store,Cash,31,Male,Dar es Salaam,Muslim,Haya,Secondary,"200,000-500,000",Airtel Money,2,0.48,0.8,0.62,0.3,877984,0,2,2025,0.72,1
TRX_000320,CUST_02326,2025-02-15,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,548465,1,548465,6.9,0.0,0.538,0.815,1.0,0.678,1.0,1.0,0.298,Physical Store,Card,20,Male,Mwanza,Christian,Gogo,Secondary,"<200,000",Airtel Money,4,0.63,0.79,0.78,0.3,548465,1,2,2025,0.7,1
TRX_000321,CUST_01229,2025-02-10,Mobile Phone,iPhone 13,Apple,USA,Premium,New,783258,1,783258,9.3,0.843,0.409,0.96,1.0,0.786,1.0,1.0,0.9,Physical Store,Mobile Money,28,Male,Tanga,Christian,Chagga,Secondary,"1,000,001-2,000,000",Airtel Money,3,0.52,0.24,0.44,0.7,783258,0,2,2025,0.8,1
TRX_000322,CUST_02205,2024-12-26,Mobile Phone,Huawei P40,Huawei,China,Premium,New,1752079,1,1752079,8.1,0.0,0.559,0.61,1.0,0.534,1.0,1.0,0.447,Online,Cash,38,Male,Tanga,Christian,Others,No formal,"200,000-500,000",None,1,0.22,0.77,0.69,0.0,1752079,0,12,2024,0.54,1
TRX_000323,CUST_00312,2024-12-31,Mobile Phone,iPhone 12,Apple,USA,Premium,New,2122741,1,2122741,9.5,0.558,0.836,0.835,0.9,1.094,1.0,1.0,0.832,Mobile,Cash,29,Male,Zanzibar,Muslim,Sukuma,Secondary,"1,000,001-2,000,000",Airtel Money,3,0.27,0.25,0.88,0.5,2122741,0,12,2024,0.55,1
TRX_000324,CUST_04804,2025-01-19,Mobile Phone,Infinix Hot 11,Infinix,China,Mid-Range,New,374328,1,374328,7.4,0.195,0.252,0.8,1.0,0.801,1.0,1.0,0.514,Physical Store,Cash,24,Male,Dar es Salaam,Christian,Others,Diploma,"200,000-500,000",Halopesa,5,0.4,0.86,0.34,0.7,374328,1,1,2025,0.77,1
TRX_000325,CUST_00968,2025-02-17,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,Used,154244,1,154244,6.9,0.961,0.497,0.74,1.0,0.889,0.6,1.0,0.625,Mobile,Mobile Money,16,Male,Mwanza,Christian,Others,Secondary,"1,000,001-2,000,000",Halopesa,5,0.28,0.1,0.72,0.7,154244,0,2,2025,0.78,1
TRX_000326,CUST_00782,2025-02-10,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,1335108,1,1335108,8.1,0.0,0.705,0.71,1.0,0.896,1.0,0.8,0.487,Physical Store,Mobile Money,15,Female,Tanga,Christian,Others,Primary,"200,000-500,000",Tigo Pesa,1,0.42,0.98,0.87,1.0,1335108,0,2,2025,0.62,1
TRX_000327,CUST_04826,2024-12-27,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,476093,1,476093,7.2,0.0,0.223,0.705,1.0,0.727,1.0,0.8,0.319,Physical Store,Cash,32,Female,Morogoro,Christian,Others,Primary,"200,000-500,000",Airtel Money,5,0.21,0.88,0.31,1.0,476093,0,12,2024,0.74,1
TRX_000328,CUST_01659,2025-01-25,Mobile Phone,iPhone 11,Apple,USA,Premium,New,605638,1,605638,9.3,0.541,0.79,0.76,1.0,0.736,1.0,1.0,0.741,Online,Mobile Money,36,Female,Dar es Salaam,Christian,Others,Primary,"200,000-500,000",Tigo Pesa,5,0.12,0.91,0.85,0.7,605638,1,1,2025,0.84,0
TRX_000329,CUST_01339,2024-11-23,Mobile Phone,Infinix Note 10,Infinix,China,Mid-Range,New,267876,1,267876,6.8,0.344,0.299,0.82,1.0,0.769,1.0,1.0,0.492,Mobile,Cash,42,Female,Dar es Salaam,Christian,Others,No formal,"200,000-500,000",M-Pesa,5,0.44,0.98,0.44,0.0,267876,1,11,2024,0.75,1
TRX_000330,CUST_00063,2025-02-11,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,279971,1,279971,7.4,0.755,0.607,0.865,1.0,0.589,1.0,0.8,0.814,Physical Store,Card,15,Female,Mbeya,Christian,Sukuma,No formal,"1,000,001-2,000,000",Tigo Pesa,5,0.53,0.35,0.82,1.0,279971,0,2,2025,0.79,1
TRX_000331,CUST_04212,2025-02-18,Mobile Phone,Infinix Note 10,Infinix,China,Mid-Range,New,597752,1,597752,7.4,0.0,0.659,0.635,1.0,0.946,1.0,1.0,0.462,Physical Store,Mobile Money,17,Female,Mbeya,Christian,Chagga,Diploma,"200,000-500,000",Airtel Money,3,0.07,0.88,0.89,0.5,597752,0,2,2025,0.72,1
TRX_000332,CUST_01429,2025-02-28,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1015609,1,1015609,9.2,0.255,0.368,0.725,1.0,0.847,1.0,1.0,0.325,Mobile,Cash,34,Male,Dar es Salaam,Christian,Others,Primary,"<200,000",Tigo Pesa,5,0.05,0.88,0.4,0.5,1015609,0,2,2025,0.75,1
TRX_000333,CUST_01281,2024-11-09,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,New,512542,1,512542,7.0,0.013,0.623,0.665,0.9,0.84,1.0,1.0,0.696,Physical Store,Mobile Money,24,Male,Tanga,Muslim,Others,No formal,"<200,000",Halopesa,2,0.33,0.77,0.89,0.7,512542,1,11,2024,0.72,1
TRX_000334,CUST_04405,2024-12-16,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,496912,1,496912,7.0,0.0,0.259,0.8,1.0,0.951,1.0,1.0,0.506,Physical Store,Cash,18,Male,Dodoma,Christian,Others,Secondary,"200,000-500,000",None,5,0.6,0.83,0.37,0.5,496912,0,12,2024,0.72,1
TRX_000335,CUST_00575,2025-02-11,Mobile Phone,iPhone 14,Apple,USA,Premium,New,2358086,1,2358086,9.4,0.0,0.649,0.935,0.9,0.639,1.0,1.0,0.639,Physical Store,Cash,23,Female,Zanzibar,Muslim,Others,Primary,"200,000-500,000",M-Pesa,2,0.47,0.76,0.69,0.7,2358086,0,2,2025,0.49,1
TRX_000336,CUST_03369,2025-01-01,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,1286777,1,1286777,9.5,0.164,0.741,0.65,0.9,0.563,1.0,1.0,0.672,Mobile,Cash,22,Female,Morogoro,Muslim,Sukuma,Diploma,"200,000-500,000",Tigo Pesa,3,0.3,0.78,0.78,0.0,1286777,0,1,2025,0.71,1
TRX_000337,CUST_00043,2025-01-16,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1993037,1,1993037,8.4,0.302,0.353,0.805,0.9,1.087,1.0,1.0,0.585,Physical Store,Card,35,Male,Morogoro,Muslim,Others,Secondary,"1,000,001-2,000,000",M-Pesa,1,0.21,0.42,0.42,0.0,1993037,0,1,2025,0.51,1
TRX_000338,CUST_03421,2025-01-29,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,1998286,1,1998286,8.1,0.0,0.454,0.815,1.0,0.709,1.0,1.0,0.568,Online,Cash,23,Male,Dodoma,Christian,Others,No formal,"200,000-500,000",Tigo Pesa,3,0.23,0.89,0.56,0.0,1998286,0,1,2025,0.49,1
TRX_000339,CUST_01082,2025-02-21,Mobile Phone,Infinix Note 11,Infinix,China,Mid-Range,New,524413,1,524413,6.3,0.056,0.542,0.73,1.0,0.544,1.0,1.0,0.456,Online,Cash,29,Male,Dar es Salaam,Christian,Nyamwezi,Diploma,"<200,000",M-Pesa,3,0.26,0.72,0.86,0.5,524413,0,2,2025,0.67,1
TRX_000340,CUST_01334,2024-12-17,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,545362,1,545362,6.3,0.127,0.466,0.67,1.0,0.849,1.0,1.0,0.277,Physical Store,Mobile Money,42,Male,Mwanza,Christian,Chagga,Secondary,"500,001-1,000,000",Airtel Money,4,0.14,0.64,0.74,0.3,545362,0,12,2024,0.67,1
TRX_000341,CUST_01792,2025-02-16,Mobile Phone,Itel A25,Itel,China,Budget,New,131275,1,131275,5.3,0.256,0.26,0.74,1.0,0.902,1.0,1.0,0.53,Physical Store,Cash,35,Male,Tanga,Christian,Gogo,No formal,"<200,000",M-Pesa,2,0.48,0.85,0.49,0.7,131275,1,2,2025,0.69,1
TRX_000342,CUST_02219,2025-02-17,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,902169,1,902169,9.7,0.789,0.815,0.555,0.9,0.699,1.0,1.0,0.66,Physical Store,Cash,26,Male,Morogoro,Muslim,Haya,Bachelor,">2,000,000",Tigo Pesa,2,0.11,0.28,0.84,0.0,902169,0,2,2025,0.8,1
TRX_000343,CUST_01129,2025-02-27,Mobile Phone,iPhone 11,Apple,USA,Premium,New,2139116,1,2139116,8.7,0.501,0.287,0.82,1.0,0.746,1.0,1.0,0.666,Physical Store,Card,22,Male,Mwanza,Christian,Chagga,No formal,">2,000,000",Halopesa,3,0.24,0.28,0.33,0.0,2139116,0,2,2025,0.49,1
TRX_000344,CUST_01054,2025-02-23,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,New,473048,1,473048,7.6,0.066,0.281,0.51,1.0,0.87,1.0,1.0,0.517,Physical Store,Cash,42,Female,Dar es Salaam,Other,Others,No formal,"200,000-500,000",Airtel Money,1,0.02,0.79,0.37,0.5,473048,1,2,2025,0.76,1
TRX_000345,CUST_03208,2025-02-28,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,Used,356637,1,356637,6.9,0.527,0.518,0.655,0.9,0.813,0.6,1.0,0.77,Online,Card,38,Female,Mwanza,Muslim,Others,No formal,"500,001-1,000,000",M-Pesa,4,0.31,0.53,0.75,0.3,356637,0,2,2025,0.74,1
TRX_000346,CUST_04604,2024-12-29,Mobile Phone,iPhone 12,Apple,USA,Premium,New,1069669,1,1069669,9.8,0.848,0.784,0.77,0.9,1.112,1.0,1.0,0.884,Physical Store,Cash,25,Male,Dodoma,Muslim,Makonde,Bachelor,">2,000,000",Tigo Pesa,1,0.14,0.17,0.8,0.7,1069669,1,12,2024,0.77,1
TRX_000347,CUST_01591,2025-02-25,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,2327866,1,2327866,9.8,0.0,0.706,0.73,1.0,0.99,1.0,1.0,0.699,Online,Mobile Money,33,Female,Zanzibar,Christian,Haya,Secondary,"200,000-500,000",Airtel Money,4,0.06,0.95,0.72,0.0,2327866,0,2,2025,0.52,1
TRX_000348,CUST_01173,2025-01-07,Mobile Phone,Itel A25,Itel,China,Budget,New,220904,1,220904,4.9,0.0,0.255,0.78,1.0,0.811,1.0,1.0,0.478,Online,Mobile Money,24,Female,Mbeya,Christian,Others,No formal,"500,001-1,000,000",Tigo Pesa,2,0.56,0.77,0.52,0.7,220904,0,1,2025,0.65,1
TRX_000349,CUST_00190,2025-02-24,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,585221,1,585221,6.1,0.356,0.433,0.855,0.9,0.529,1.0,1.0,0.693,Online,Card,33,Male,Morogoro,Muslim,Haya,Secondary,"1,000,001-2,000,000",Halopesa,2,0.71,0.44,0.71,0.7,585221,0,2,2025,0.65,1
TRX_000350,CUST_03804,2025-02-22,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,313911,1,313911,6.8,0.443,0.279,0.82,1.0,0.847,1.0,0.8,0.632,Physical Store,Cash,22,Female,Dar es Salaam,Christian,Sukuma,Secondary,"500,001-1,000,000",M-Pesa,2,0.44,0.71,0.41,1.0,313911,1,2,2025,0.75,1
TRX_000351,CUST_03825,2025-02-26,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1354964,1,1354964,9.1,0.469,0.764,1.005,1.0,0.883,1.0,1.0,0.626,Physical Store,Mobile Money,43,Male,Dodoma,Christian,Others,Primary,"500,001-1,000,000",M-Pesa,4,0.61,0.47,0.84,0.3,1354964,0,2,2025,0.68,1
TRX_000352,CUST_04387,2025-02-26,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,Used,260220,1,260220,5.3,0.662,0.292,0.77,1.0,0.954,0.6,1.0,0.647,Physical Store,Mobile Money,23,Male,Dodoma,Christian,Nyamwezi,Primary,"500,001-1,000,000",Tigo Pesa,4,0.34,0.52,0.55,0.5,260220,0,2,2025,0.67,1
TRX_000353,CUST_03781,2025-02-25,Mobile Phone,Tecno Spark 9,Tecno,China,Mid-Range,New,511953,1,511953,7.0,0.0,0.56,0.7,1.0,0.782,1.0,1.0,0.433,Physical Store,Card,54,Male,Mwanza,Christian,Others,Diploma,"200,000-500,000",M-Pesa,3,0.2,0.83,0.8,0.0,511953,0,2,2025,0.72,1
TRX_000354,CUST_02985,2025-02-13,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,422368,1,422368,7.5,0.641,0.592,0.705,0.9,0.992,1.0,1.0,0.649,Online,Cash,24,Female,Mwanza,Muslim,Nyamwezi,Primary,"1,000,001-2,000,000",Halopesa,2,0.41,0.34,0.79,0.0,422368,0,2,2025,0.77,1
TRX_000355,CUST_00544,2024-12-02,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,517389,1,517389,6.2,0.0,0.378,0.84,0.9,0.558,1.0,1.0,0.553,Physical Store,Mobile Money,29,Male,Dodoma,Muslim,Nyamwezi,Diploma,"200,000-500,000",Airtel Money,3,0.68,0.99,0.61,0.5,517389,0,12,2024,0.67,0
TRX_000356,CUST_02834,2025-02-14,Mobile Phone,Infinix Hot 11,Infinix,China,Mid-Range,New,375018,1,375018,7.7,0.653,0.316,0.655,1.0,0.985,1.0,1.0,0.74,Physical Store,Mobile Money,24,Male,Mwanza,Christian,Sukuma,Primary,"1,000,001-2,000,000",Airtel Money,5,0.11,0.37,0.41,0.5,375018,0,2,2025,0.79,1
TRX_000357,CUST_02943,2025-01-16,Mobile Phone,Infinix Hot 11,Infinix,China,Mid-Range,Used,284958,1,284958,5.2,0.644,0.177,0.8,0.9,0.66,0.6,1.0,0.514,Physical Store,Mobile Money,30,Male,Arusha,Muslim,Gogo,Primary,"1,000,001-2,000,000",Tigo Pesa,5,0.4,0.5,0.34,0.3,284958,0,1,2025,0.66,1
TRX_000358,CUST_01000,2025-02-01,Mobile Phone,Infinix Note 10,Infinix,China,Mid-Range,New,388018,1,388018,6.9,0.127,0.58,0.645,0.9,0.536,1.0,1.0,0.372,Physical Store,Mobile Money,23,Male,Zanzibar,Muslim,Others,Primary,"200,000-500,000",M-Pesa,4,0.09,0.9,0.84,0.0,388018,1,2,2025,0.74,1
TRX_000359,CUST_00689,2024-12-01,Mobile Phone,Huawei P30,Huawei,China,Premium,New,2294739,1,2294739,8.1,0.082,0.713,0.705,1.0,0.896,1.0,1.0,0.606,Mobile,Mobile Money,16,Female,Mwanza,Christian,Nyamwezi,Bachelor,"500,001-1,000,000",M-Pesa,4,0.41,0.48,0.88,0.0,2294739,1,12,2024,0.43,1
TRX_000360,CUST_01368,2025-02-18,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1196140,1,1196140,8.5,0.223,0.638,0.755,0.9,0.695,1.0,1.0,0.656,Physical Store,Cash,15,Male,Mwanza,Muslim,Sukuma,Bachelor,"<200,000",M-Pesa,3,0.11,0.78,0.75,0.0,1196140,0,2,2025,0.67,1
TRX_000361,CUST_03174,2025-02-24,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,506439,1,506439,6.7,0.038,0.422,0.705,1.0,0.523,1.0,1.0,0.393,Mobile,Cash,25,Male,Arusha,Christian,Others,Diploma,"200,000-500,000",M-Pesa,2,0.41,0.76,0.63,0.0,506439,0,2,2025,0.7,1
TRX_000362,CUST_04604,2024-12-30,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,Used,385866,1,385866,6.5,0.836,0.52,0.57,0.9,0.71,0.6,1.0,0.792,Physical Store,Mobile Money,25,Male,Dodoma,Muslim,Makonde,Bachelor,">2,000,000",Tigo Pesa,1,0.14,0.17,0.8,0.7,385866,0,12,2024,0.71,1
TRX_000363,CUST_01561,2025-01-22,Mobile Phone,iPhone 14,Apple,USA,Premium,New,2123126,1,2123126,9.2,0.151,0.368,0.875,0.9,1.024,1.0,1.0,0.395,Physical Store,Cash,21,Male,Mbeya,Muslim,Gogo,Primary,"1,000,001-2,000,000",Halopesa,1,0.35,0.48,0.4,0.0,2123126,0,1,2025,0.53,1
TRX_000364,CUST_03471,2025-02-10,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1897120,1,1897120,8.1,0.0,0.454,0.745,1.0,0.683,1.0,1.0,0.47,Physical Store,Mobile Money,33,Female,Mbeya,Christian,Others,Diploma,"<200,000",Tigo Pesa,5,0.09,0.71,0.56,0.0,1897120,0,2,2025,0.51,1
TRX_000365,CUST_04207,2025-01-30,Mobile Phone,Tecno Pop 5,Tecno,China,Mid-Range,New,289620,1,289620,6.2,0.493,0.391,0.75,1.0,0.963,1.0,1.0,0.768,Online,Card,28,Female,Mwanza,Christian,Sukuma,Primary,"500,001-1,000,000",Tigo Pesa,2,0.3,0.7,0.63,0.0,289620,0,1,2025,0.71,1
TRX_000366,CUST_03903,2025-01-30,Mobile Phone,iPhone 14,Apple,USA,Premium,Used,493002,1,493002,8.7,0.593,0.713,0.91,0.9,0.664,0.6,1.0,0.619,Physical Store,Mobile Money,62,Male,Zanzibar,Muslim,Sukuma,Secondary,"200,000-500,000",Tigo Pesa,2,0.42,0.99,0.82,0.7,493002,0,1,2025,0.82,1
TRX_000367,CUST_01779,2025-02-11,Mobile Phone,iPhone 13,Apple,USA,Premium,New,1502172,1,1502172,8.5,0.299,0.603,0.95,0.9,1.037,1.0,1.0,0.647,Online,Cash,15,Male,Morogoro,Muslim,Sukuma,Primary,"500,001-1,000,000",Tigo Pesa,5,0.5,0.56,0.71,0.3,1502172,0,2,2025,0.61,1
TRX_000368,CUST_01483,2025-02-10,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,350183,1,350183,7.9,0.352,0.695,0.635,1.0,0.899,1.0,1.0,0.701,Physical Store,Cash,16,Female,Morogoro,Christian,Chagga,Secondary,"500,001-1,000,000",Halopesa,4,0.07,0.74,0.88,0.5,350183,0,2,2025,0.8,0
TRX_000369,CUST_03633,2025-02-05,Mobile Phone,Oppo A53,Oppo,China,Mid-Range,New,416521,1,416521,7.9,0.438,0.324,0.67,0.9,0.743,1.0,1.0,0.562,Physical Store,Mobile Money,34,Female,Dar es Salaam,Muslim,Nyamwezi,No formal,"500,001-1,000,000",M-Pesa,5,0.34,0.54,0.41,0.5,416521,0,2,2025,0.79,1
TRX_000370,CUST_04177,2025-02-05,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,1885865,1,1885865,9.5,0.387,0.285,0.775,1.0,0.6,1.0,1.0,0.569,Physical Store,Cash,28,Female,Dodoma,Christian,Nyamwezi,Secondary,"1,000,001-2,000,000",Airtel Money,5,0.15,0.39,0.3,0.0,1885865,0,2,2025,0.59,1
TRX_000371,CUST_04125,2025-02-07,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,Used,358256,1,358256,5.5,0.489,0.33,0.665,0.9,0.607,0.6,1.0,0.555,Physical Store,Cash,33,Female,Dodoma,Muslim,Others,Diploma,"500,001-1,000,000",M-Pesa,4,0.33,0.57,0.6,0.3,358256,0,2,2025,0.66,1
TRX_000372,CUST_04007,2025-02-14,Mobile Phone,iPhone 13,Apple,USA,Premium,New,1102901,1,1102901,8.1,0.21,0.705,0.875,1.0,0.655,1.0,1.0,0.546,Online,Cash,24,Male,Arusha,Christian,Others,Secondary,"200,000-500,000",Airtel Money,3,0.35,0.86,0.87,0.0,1102901,0,2,2025,0.67,0
TRX_000373,CUST_01955,2025-02-19,Mobile Phone,Oppo A53,Oppo,China,Mid-Range,New,420201,1,420201,6.4,0.653,0.397,0.52,1.0,0.549,1.0,1.0,0.658,Online,Cash,28,Female,Mbeya,Christian,Haya,Primary,"1,000,001-2,000,000",Tigo Pesa,3,0.04,0.33,0.62,0.0,420201,0,2,2025,0.7,0
TRX_000374,CUST_02029,2024-12-11,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,502605,1,502605,7.6,0.0,0.426,0.675,1.0,0.91,1.0,1.0,0.395,Physical Store,Card,18,Male,Arusha,Christian,Others,Diploma,"200,000-500,000",Airtel Money,4,0.35,0.95,0.56,0.3,502605,0,12,2024,0.76,1
TRX_000375,CUST_04432,2025-01-24,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,528138,1,528138,7.6,0.393,0.372,0.665,0.9,0.789,1.0,1.0,0.685,Physical Store,Mobile Money,19,Female,Arusha,Muslim,Others,Primary,"500,001-1,000,000",Halopesa,1,0.13,0.46,0.49,0.5,528138,0,1,2025,0.75,1
TRX_000376,CUST_01568,2025-02-15,Mobile Phone,Itel A25,Itel,China,Budget,Used,149576,1,149576,4.9,0.003,0.235,0.57,1.0,0.993,0.6,1.0,0.359,Physical Store,Mobile Money,34,Male,Zanzibar,Christian,Haya,Secondary,"200,000-500,000",M-Pesa,5,0.14,1.0,0.48,0.3,149576,1,2,2025,0.66,1
TRX_000377,CUST_01845,2025-02-26,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,Used,210230,1,210230,5.9,0.58,0.425,0.69,1.0,0.926,0.6,1.0,0.55,Physical Store,Card,38,Female,Dodoma,Other,Haya,Secondary,"500,001-1,000,000",M-Pesa,2,0.18,0.8,0.72,0.5,210230,0,2,2025,0.71,1
TRX_000378,CUST_03808,2025-01-09,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1258951,1,1258951,9.4,0.475,0.385,0.905,0.9,1.142,1.0,1.0,0.839,Online,Mobile Money,21,Male,Mbeya,Muslim,Others,Primary,"500,001-1,000,000",M-Pesa,2,0.41,0.5,0.41,0.5,1258951,0,1,2025,0.71,1
TRX_000379,CUST_02432,2025-02-19,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,507422,1,507422,6.1,0.061,0.512,0.64,0.9,0.898,1.0,1.0,0.524,Online,Mobile Money,29,Male,Dodoma,Muslim,Others,No formal,"500,001-1,000,000",M-Pesa,1,0.28,0.74,0.84,0.5,507422,0,2,2025,0.66,1
TRX_000380,CUST_00049,2025-01-31,Mobile Phone,Infinix Note 11,Infinix,China,Mid-Range,New,490792,1,490792,6.9,0.0,0.428,0.85,1.0,0.54,1.0,1.0,0.439,Physical Store,Mobile Money,29,Female,Tanga,Christian,Others,Secondary,"200,000-500,000",M-Pesa,1,0.5,0.82,0.62,0.7,490792,0,1,2025,0.72,1
TRX_000381,CUST_04412,2025-02-20,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,483692,1,483692,6.2,0.0,0.508,0.69,1.0,0.502,1.0,1.0,0.653,Physical Store,Cash,15,Male,Dar es Salaam,Christian,Makonde,Secondary,"200,000-500,000",M-Pesa,5,0.18,0.85,0.82,0.3,483692,0,2,2025,0.68,0
TRX_000382,CUST_00533,2025-02-09,Mobile Phone,Huawei P30,Huawei,China,Premium,New,690444,1,690444,9.3,0.499,0.465,0.525,1.0,0.731,1.0,1.0,0.588,Mobile,Cash,44,Female,Arusha,Christian,Gogo,Bachelor,"200,000-500,000",Halopesa,4,0.05,0.87,0.5,0.3,690444,1,2,2025,0.82,1
TRX_000383,CUST_00220,2025-02-16,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,591447,1,591447,6.5,0.0,0.527,0.615,1.0,0.905,1.0,1.0,0.469,Physical Store,Mobile Money,43,Male,Morogoro,Christian,Sukuma,Primary,"<200,000",None,4,0.23,0.8,0.81,0.7,591447,1,2,2025,0.67,1
TRX_000384,CUST_00188,2025-01-31,Mobile Phone,Huawei P30,Huawei,China,Premium,Used,443838,1,443838,7.8,0.712,0.312,0.67,0.9,0.559,0.6,1.0,0.667,Physical Store,Mobile Money,23,Male,Mwanza,Muslim,Others,Primary,"200,000-500,000",M-Pesa,3,0.34,0.78,0.4,0.0,443838,0,1,2025,0.78,0
TRX_000385,CUST_02220,2025-01-03,Mobile Phone,Huawei Y7,Huawei,China,Premium,Used,441823,1,441823,7.8,0.68,0.445,0.53,1.0,0.825,0.6,1.0,0.757,Physical Store,Cash,42,Female,Dodoma,Christian,Others,Primary,"<200,000",Tigo Pesa,2,0.06,0.87,0.57,0.3,441823,0,1,2025,0.78,1
TRX_000386,CUST_03751,2025-01-28,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,602387,1,602387,9.9,0.649,0.842,0.73,0.9,1.171,1.0,1.0,0.665,Physical Store,Cash,15,Female,Dar es Salaam,Muslim,Others,Primary,"200,000-500,000",Tigo Pesa,5,0.06,0.7,0.85,0.5,602387,0,1,2025,0.87,1
TRX_000387,CUST_03936,2025-02-18,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,922531,1,922531,8.4,0.262,0.538,0.875,0.9,0.84,1.0,1.0,0.79,Physical Store,Card,35,Male,Dar es Salaam,Muslim,Others,Diploma,"200,000-500,000",Halopesa,4,0.35,0.96,0.64,0.7,922531,0,2,2025,0.72,0
TRX_000388,CUST_03976,2025-02-26,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,Used,381114,1,381114,5.3,0.276,0.44,0.96,1.0,0.954,0.6,1.0,0.447,Physical Store,Cash,23,Male,Tanga,Christian,Nyamwezi,Secondary,"200,000-500,000",Tigo Pesa,3,0.72,0.76,0.83,0.5,381114,0,2,2025,0.64,1
TRX_000389,CUST_03983,2025-01-27,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,515736,1,515736,6.4,0.046,0.275,0.76,0.9,0.506,1.0,1.0,0.489,Physical Store,Cash,29,Female,Mwanza,Muslim,Others,Secondary,"200,000-500,000",Halopesa,2,0.32,0.74,0.43,0.7,515736,0,1,2025,0.68,1
TRX_000390,CUST_02997,2025-02-23,Mobile Phone,Nokia 5.4,Nokia,Finland,Mid-Range,New,332302,1,332302,6.3,0.194,0.227,0.7,0.9,0.636,1.0,1.0,0.476,Physical Store,Mobile Money,30,Female,Zanzibar,Muslim,Others,No formal,"200,000-500,000",Halopesa,4,0.4,0.97,0.36,0.0,332302,1,2,2025,0.71,1
